pair_id,odia_poem_line,english_poem_line,poem_context,poet,rhyming_word_odia,rhyming_word_english,emotion_tone,odia_word_count,english_word_count,has_alliteration,line_complexity
2267,{description} ସୂର୍ଯ୍ୟ {emotion} {action},{description} moon with {emotion} we {action},Nature Devotion,Synthetic Classical,action,action,Neutral,7,6,True,Complex
2268,ଶିବ {description} {emotion} ରସ,Lord {description} essence of {emotion},Divine Essence,Synthetic Bhakti,ରସ,emotion,Neutral,5,5,True,Complex
2269,{action} ବିଷ୍ଣୁ ଆକାଶ ମଧ୍ୟ,We {action} the Jagannath in nature,Universal Prayer,Synthetic Spiritual,ୟ,nature,Neutral,8,6,False,Medium
2270,{emotion} {description} ଅଗ୍ନି କାନନ,{emotion} in {description} wind grove,Natural Emotions,Synthetic Romantic,ନନ,grove,Neutral,6,5,True,Complex
2271,{emotion} {description} ସମୁଦ୍ର କାନନ,{emotion} in {description} nature grove,Natural Emotions,Synthetic Romantic,ନନ,grove,Neutral,7,5,True,Complex
2272,{emotion} {description} ପକ୍ଷୀ କାନନ,{emotion} in {description} star grove,Natural Emotions,Synthetic Romantic,ନନ,grove,Neutral,6,5,True,Complex
2273,ଦୁର୍ଗା {description} {emotion} ରସ,Shiva {description} essence of {emotion},Divine Essence,Synthetic Bhakti,ରସ,emotion,Neutral,6,5,True,Complex
2274,{emotion} {description} ନଦୀ କାନନ,{emotion} in {description} sun grove,Natural Emotions,Synthetic Romantic,ନନ,grove,Neutral,5,5,True,Complex
2275,ଦୟାଳୁ {description} {emotion} ରସ,merciful {description} essence of {emotion},Divine Essence,Synthetic Bhakti,ରସ,emotion,Neutral,5,5,True,Complex
2276,ରାମ ନାମ {action} ମନ,{action} God's name with heart,Divine Remembrance,Synthetic Devotional,ମନ,heart,Neutral,6,6,False,Medium
2277,{description} ରାମ {action} ଜୀବନ,{action} {description} Shiva in life,Spiritual Living,Synthetic Life,ବନ,life,Neutral,6,5,True,Complex
2278,{emotion} ରେ ଭରା ନଦୀ ଦୃଶ୍ୟ,fire scene filled with {emotion},Emotional Landscape,Synthetic Scenic,ୟ,emotion,Sad,7,5,True,Medium
2279,{description} ପ୍ରକୃତି {emotion} {action},{description} water with {emotion} we {action},Nature Devotion,Synthetic Classical,action,action,Neutral,6,6,True,Complex
2280,{description} ଅଗ୍ନି {emotion} {action},{description} bird with {emotion} we {action},Nature Devotion,Synthetic Classical,action,action,Neutral,5,6,True,Complex
2281,ରାମ {description} {emotion} ରସ,God {description} essence of {emotion},Divine Essence,Synthetic Bhakti,ରସ,emotion,Positive,5,5,True,Complex
2282,{action} ପରମାତ୍ମା ଜଳ ମଧ୍ୟ,We {action} the Krishna in river,Universal Prayer,Synthetic Spiritual,ୟ,river,Neutral,7,6,False,Medium
2283,{emotion} ରେ ଭରା ଚନ୍ଦ୍ର ଦୃଶ୍ୟ,ocean scene filled with {emotion},Emotional Landscape,Synthetic Scenic,ୟ,emotion,Neutral,9,5,False,Medium
2284,{emotion} ରେ ଭରା ପୃଥିବୀ ଦୃଶ୍ୟ,sky scene filled with {emotion},Emotional Landscape,Synthetic Scenic,ୟ,emotion,Neutral,9,5,True,Medium
2285,{action} ଭଗବାନ ପୃଥିବୀ ମଧ୍ୟ,We {action} the Shiva in moon,Universal Prayer,Synthetic Spiritual,ୟ,moon,Neutral,8,6,False,Medium
2286,ଜଗନ୍ନାଥ ନାମ {action} ମନ,{action} Vishnu's name with heart,Divine Remembrance,Synthetic Devotional,ମନ,heart,Neutral,7,6,False,Medium
2287,{action} ଦୟାଳୁ ଫୁଲ ମଧ୍ୟ,We {action} the Lord in forest,Universal Prayer,Synthetic Spiritual,ୟ,forest,Neutral,7,6,False,Medium
2288,{description} ଫୁଲ {emotion} {action},{description} star with {emotion} we {action},Nature Devotion,Synthetic Classical,action,action,Neutral,5,6,True,Complex
2289,ସମୁଦ୍ର ମଧ୍ୟରେ {emotion} ଭରା,{emotion} filled in star,Nature Emotions,Synthetic Natural,ଭର,star,Neutral,7,4,False,Medium
2290,ରାମ ନାମ {action} ମନ,{action} almighty's name with heart,Divine Remembrance,Synthetic Devotional,ମନ,heart,Neutral,6,6,False,Complex
2291,{description} ଦୁର୍ଗା {action} ଜୀବନ,{action} {description} almighty in life,Spiritual Living,Synthetic Life,ବନ,life,Neutral,7,5,True,Complex
2292,ବିଷ୍ଣୁ {description} {emotion} ରସ,Ram {description} essence of {emotion},Divine Essence,Synthetic Bhakti,ରସ,emotion,Neutral,6,5,True,Complex
2293,ଚନ୍ଦ୍ର ମଧ୍ୟରେ {emotion} ଭରା,{emotion} filled in sky,Nature Emotions,Synthetic Natural,ଭର,sky,Neutral,7,4,False,Simple
2294,{emotion} {description} ବାୟୁ କାନନ,{emotion} in {description} fire grove,Natural Emotions,Synthetic Romantic,ନନ,grove,Sad,6,5,True,Complex
2295,ପରମାତ୍ମା {description} {emotion} ରସ,God {description} essence of {emotion},Divine Essence,Synthetic Bhakti,ରସ,emotion,Positive,6,5,True,Complex
2296,ଦୟାଳୁ {description} {emotion} ରସ,Vishnu {description} essence of {emotion},Divine Essence,Synthetic Bhakti,ରସ,emotion,Neutral,5,5,True,Complex
2297,{emotion} ରେ ଭରା ବାୟୁ ଦୃଶ୍ୟ,moon scene filled with {emotion},Emotional Landscape,Synthetic Scenic,ୟ,emotion,Neutral,8,5,False,Medium
2298,ଭଗବାନ ନାମ {action} ମନ,{action} Jagannath's name with heart,Divine Remembrance,Synthetic Devotional,ମନ,heart,Neutral,6,6,False,Complex
2299,{action} ପ୍ରଭୁ ବାୟୁ ମଧ୍ୟ,We {action} the deity in earth,Universal Prayer,Synthetic Spiritual,ୟ,earth,Neutral,7,6,False,Medium
2300,{emotion} ରେ ଭରା ପର୍ବତ ଦୃଶ୍ୟ,mountain scene filled with {emotion},Emotional Landscape,Synthetic Scenic,ୟ,emotion,Neutral,8,5,False,Complex
2301,{emotion} ରେ ଭରା ନଦୀ ଦୃଶ୍ୟ,earth scene filled with {emotion},Emotional Landscape,Synthetic Scenic,ୟ,emotion,Neutral,7,5,False,Medium
2302,{emotion} {description} ନଦୀ କାନନ,{emotion} in {description} sky grove,Natural Emotions,Synthetic Romantic,ନନ,grove,Neutral,5,5,True,Complex
2303,{emotion} {description} ସମୁଦ୍ର କାନନ,{emotion} in {description} sky grove,Natural Emotions,Synthetic Romantic,ନନ,grove,Neutral,7,5,True,Complex
2304,ବିଷ୍ଣୁ {description} {emotion} ରସ,Durga {description} essence of {emotion},Divine Essence,Synthetic Bhakti,ରସ,emotion,Neutral,6,5,True,Complex
2305,ସୂର୍ଯ୍ୟ ମଧ୍ୟରେ {emotion} ଭରା,{emotion} filled in sky,Nature Emotions,Synthetic Natural,ଭର,sky,Neutral,8,4,False,Simple
2306,ବନଫୁଲ ଗୁଲାବି ରଙ୍ଗ,The wild rose with pink hue,Nature Poems,Radhanath Ray,ଗ,hue,Neutral,7,6,True,Medium
2307,ଚନ୍ଦ୍ରମା ଶୀତଳ କିରଣ,Moonlight with cool rays,Moonlight Sonnets,Gangadhar Meher,ରଣ,rays,Positive,7,4,False,Medium
2308,ପ୍ରେମ ମହାନଦୀ ବହେ,The great river of love flows,Love Streams,Sachidananda Routray,ବହ,flows,Joyful,6,6,False,Medium
2309,ଜୀବନ ଏକ ସ୍ୱପ୍ନ ସମ,Life is like a dream,Philosophical Verses,Manoj Das,ସମ,dream,Joyful,7,5,True,Medium
2310,ଓଡିଶାର ମାଟି ରେ ଗନ୍ଧ,The fragrance in Odisha's soil,Odia Homeland,Godabarish Mishra,ଧ,soil,Neutral,8,6,False,Medium
2311,ଭକ୍ତି ଭାବେ ଭଗବାନ,God in devotion's feeling,Devotional Verses,Salbeg,ନ,feeling,Positive,6,5,False,Medium
2312,ସାହିତ୍ୟ ସମ୍ପଦ ଅମୂଲ୍ୟ,Literary wealth is priceless,Literary Heritage,Fakir Mohan Senapati,ୟ,priceless,Positive,9,4,False,Complex
2313,ପ୍ରକୃତି ମାଆର କୋଳ,In nature mother's lap,Nature's Embrace,Gangadhar Meher,ଳ,lap,Neutral,7,5,False,Simple
2314,ଯେଉଁଠି ଇଚ୍ଛା ସେଠି ଉପାୟ,Where there is will there is way,Wisdom,Proverbs,ୟ,way,Neutral,9,7,True,Medium
2315,ସମୟ ହିଁ ଧନ,Time is money,Wisdom,Proverbs,ଧନ,money,Neutral,3,3,False,Simple
2316,ଜ୍ଞାନ ହିଁ ଶକ୍ତି,Knowledge is power,Wisdom,Proverbs,ତ,power,Neutral,6,3,False,Medium
2317,ପରିଶ୍ରମ ସଫଳତାର ଚାବି,Hard work is key to success,Wisdom,Proverbs,ବ,success,Joyful,7,6,False,Medium
2318,ସତ୍ୟ ଜିତେ ସଦା,Truth always wins,Wisdom,Proverbs,ସଦ,wins,Joyful,5,3,False,Simple
2319,ଭଗବାନ ସବୁଠି ଅଛନ୍ତି,God is everywhere,Wisdom,Proverbs,ତ,everywhere,Positive,6,3,False,Simple
2320,ଧର୍ମ ରକ୍ଷା କରେ ରକ୍ଷିତଃ,Dharma protects those who protect it,Wisdom,Proverbs,ତ,it,Joyful,8,6,True,Medium
2321,ଅତି ଲୋଭେ ଲାଭ ନାହିଁ,Too much greed brings no gain,Wisdom,Proverbs,ହ,gain,Sad,7,6,True,Medium
2322,ମୌନଂ ସମ୍ମତି ଲକ୍ଷଣଂ,Silence is sign of agreement,Wisdom,Proverbs,ଷଣ,agreement,Positive,6,5,True,Medium
2323,ସାଧୁ ସଙ୍ଗେ ବିପଦ ନାହିଁ,No danger in company of saints,Wisdom,Proverbs,ହ,saints,Melancholy,8,6,False,Medium
2324,ଭଉଣୀ ଆଜି ଡାକ୍ତରଖାନାକୁ ଲେଖୁଛି,Doctor am writing to hospital today,Grammar Corpus,Sentence Patterns,ଛ,today,Neutral,10,6,True,Medium
2325,ସେମାନେ ରାତିରେ ବନକୁ ଗାଉଛି,Father am coming to home today,Grammar Corpus,Sentence Patterns,ଉଛ,today,Neutral,9,6,True,Medium
2326,ଆମେ ରାତିରେ ବିଦ୍ୟାଳୟକୁ ଗାଉଛି,Teacher am seeing to school in week,Grammar Corpus,Sentence Patterns,ଉଛ,week,Neutral,10,7,True,Medium
2327,ଭଉଣୀ ସକାଳେ ଡାକ୍ତରଖାନାକୁ ପଢୁଛି,I am writing to river tomorrow,Grammar Corpus,Sentence Patterns,ଛ,tomorrow,Neutral,10,6,True,Medium
2328,ଡାକ୍ତର ଆଜି ନଦୀକୁ ନାଚୁଛି,They am eating to home in day,Grammar Corpus,Sentence Patterns,ଛ,day,Neutral,9,7,True,Medium
2329,ତୁମେ ଦିନେ ପାର୍କକୁ ଆସୁଛି,Doctor am going to school in week,Grammar Corpus,Sentence Patterns,ଛ,week,Neutral,9,7,False,Medium
2330,ଭଉଣୀ ସପ୍ତାହରେ କାମକୁ ଖାଉଛି,Sister am writing to park tomorrow,Grammar Corpus,Sentence Patterns,ଉଛ,tomorrow,Neutral,8,6,True,Medium
2331,ସେ ଆଜି କାମକୁ ପଢୁଛି,Brother am writing to forest tomorrow,Grammar Corpus,Sentence Patterns,ଛ,tomorrow,Neutral,6,6,True,Medium
2332,ସେ କାଲି ବିଦ୍ୟାଳୟକୁ କରୁଛି,Teacher am writing to temple today,Grammar Corpus,Sentence Patterns,ଛ,today,Neutral,9,6,True,Medium
2333,ତୁମେ ଆଜି ବ୍ୟାଙ୍କକୁ ଦେଖୁଛି,I am seeing to home in day,Grammar Corpus,Sentence Patterns,ଛ,day,Neutral,10,7,True,Medium
2334,ମା କାଲି ବଜାରକୁ ଲେଖୁଛି,Mother am seeing to market tomorrow,Grammar Corpus,Sentence Patterns,ଛ,tomorrow,Neutral,8,6,True,Medium
2335,ଭାଇ ସନ୍ଧ୍ୟାରେ ମନ୍ଦିରକୁ ଆସୁଛି,Sister am hearing to forest at night,Grammar Corpus,Sentence Patterns,ଛ,night,Neutral,11,7,True,Medium
2336,ଛାତ୍ର ରାତିରେ ମନ୍ଦିରକୁ ଲେଖୁଛି,Doctor am drinking to hospital in morning,Grammar Corpus,Sentence Patterns,ଛ,morning,Neutral,12,7,True,Medium
2337,ଆମେ କାଲି ବଜାରକୁ ଗାଉଛି,He am seeing to park today,Grammar Corpus,Sentence Patterns,ଉଛ,today,Neutral,7,6,True,Medium
2338,ବାପା ଦିନେ ପାର୍କକୁ ଦେଖୁଛି,Mother am hearing to bank in morning,Grammar Corpus,Sentence Patterns,ଛ,morning,Neutral,10,7,True,Medium
2339,ତୁମେ ମାସରେ ନଦୀକୁ ଶୁଣୁଛି,You am going to river today,Grammar Corpus,Sentence Patterns,ଛ,today,Neutral,9,6,True,Medium
2340,ସେ ମାସରେ ବ୍ୟାଙ୍କକୁ ଗାଉଛି,We am eating to market at night,Grammar Corpus,Sentence Patterns,ଉଛ,night,Neutral,9,7,True,Medium
2341,ମା ଦିନେ ଡାକ୍ତରଖାନାକୁ ନାଚୁଛି,We am drinking to home in day,Grammar Corpus,Sentence Patterns,ଛ,day,Neutral,11,7,True,Medium
2342,ଆମେ ସକାଳେ ଘରକୁ ପିଉଛି,I am hearing to hospital tomorrow,Grammar Corpus,Sentence Patterns,ଉଛ,tomorrow,Neutral,6,6,True,Medium
2343,ଶିକ୍ଷକ ସକାଳେ ପାର୍କକୁ ପିଉଛି,Mother am coming to school in day,Grammar Corpus,Sentence Patterns,ଉଛ,day,Neutral,10,7,False,Medium
2344,ଭାଇ ମାସରେ କାମକୁ ଆସୁଛି,Teacher am drinking to bank in day,Grammar Corpus,Sentence Patterns,ଛ,day,Neutral,8,7,True,Medium
2345,ସେ ଦିନେ ବନକୁ ଯାଉଛି,I am hearing to home in week,Grammar Corpus,Sentence Patterns,ଉଛ,week,Neutral,6,7,True,Medium
2346,ଡାକ୍ତର ସନ୍ଧ୍ୟାରେ ବନକୁ କରୁଛି,They am seeing to park in morning,Grammar Corpus,Sentence Patterns,ଛ,morning,Neutral,10,7,True,Medium
2347,ଡାକ୍ତର ରାତିରେ ବିଦ୍ୟାଳୟକୁ ଦେଖୁଛି,I am eating to work in month,Grammar Corpus,Sentence Patterns,ଛ,month,Neutral,13,7,True,Medium
2348,ମା ମାସରେ କାମକୁ ଶୁଣୁଛି,He am seeing to market in day,Grammar Corpus,Sentence Patterns,ଛ,day,Neutral,8,7,False,Medium
2349,ଆମେ ସକାଳେ ବଜାରକୁ ପଢୁଛି,They am singing to work in month,Grammar Corpus,Sentence Patterns,ଛ,month,Neutral,7,7,True,Medium
2350,ଶିକ୍ଷକ ଆଜି ନଦୀକୁ ନାଚୁଛି,I am singing to school today,Grammar Corpus,Sentence Patterns,ଛ,today,Neutral,9,6,True,Medium
2351,ଶିକ୍ଷକ ସକାଳେ କାମକୁ ଗାଉଛି,He am dancing to park in month,Grammar Corpus,Sentence Patterns,ଉଛ,month,Neutral,9,7,False,Medium
2352,ଶିକ୍ଷକ ଦିନେ ଘରକୁ ଖାଉଛି,Brother am hearing to work today,Grammar Corpus,Sentence Patterns,ଉଛ,today,Neutral,8,6,True,Medium
2353,ସେ ଆଜି ବନକୁ ଯାଉଛି,Student am writing to market in month,Grammar Corpus,Sentence Patterns,ଉଛ,month,Neutral,5,7,True,Medium
2354,ବାପା ସପ୍ତାହରେ ବ୍ୟାଙ୍କକୁ ଦେଖୁଛି,You am dancing to market in day,Grammar Corpus,Sentence Patterns,ଛ,day,Neutral,12,7,True,Medium
2355,ତୁମେ ମାସରେ କାମକୁ ନାଚୁଛି,Sister am going to home at night,Grammar Corpus,Sentence Patterns,ଛ,night,Neutral,9,7,True,Medium
2356,ଭଉଣୀ ରାତିରେ କାମକୁ ପିଉଛି,I am eating to market today,Grammar Corpus,Sentence Patterns,ଉଛ,today,Neutral,8,6,True,Medium
2357,ଭାଇ ମାସରେ ମନ୍ଦିରକୁ କରୁଛି,Doctor am eating to school in week,Grammar Corpus,Sentence Patterns,ଛ,week,Neutral,9,7,False,Medium
2358,ଡାକ୍ତର ସନ୍ଧ୍ୟାରେ ବ୍ୟାଙ୍କକୁ ଯାଉଛି,I am eating to park at night,Grammar Corpus,Sentence Patterns,ଉଛ,night,Neutral,13,7,True,Medium
2359,ଡାକ୍ତର ରାତିରେ ଘରକୁ କରୁଛି,You am eating to school in evening,Grammar Corpus,Sentence Patterns,ଛ,evening,Neutral,9,7,True,Medium
2360,ସେମାନେ କାଲି ବଜାରକୁ ଯାଉଛି,We am coming to forest tomorrow,Grammar Corpus,Sentence Patterns,ଉଛ,tomorrow,Neutral,9,6,True,Medium
2361,ଡାକ୍ତର ରାତିରେ ମନ୍ଦିରକୁ ଗାଉଛି,Doctor am drinking to temple tomorrow,Grammar Corpus,Sentence Patterns,ଉଛ,tomorrow,Neutral,11,6,True,Medium
2362,ଛାତ୍ର ଆଜି ମନ୍ଦିରକୁ ନାଚୁଛି,Student am drinking to home at night,Grammar Corpus,Sentence Patterns,ଛ,night,Neutral,10,7,True,Medium
2363,ଡାକ୍ତର ସକାଳେ ବଜାରକୁ ଆସୁଛି,They am coming to hospital in week,Grammar Corpus,Sentence Patterns,ଛ,week,Neutral,9,7,True,Medium
2364,ଆମେ ରାତିରେ ନଦୀକୁ ଗାଉଛି,Brother am writing to school at night,Grammar Corpus,Sentence Patterns,ଉଛ,night,Neutral,8,7,True,Medium
2365,ଆମେ ସକାଳେ ପାର୍କକୁ ପଢୁଛି,Mother am doing to market at night,Grammar Corpus,Sentence Patterns,ଛ,night,Neutral,8,7,True,Medium
2366,ଆମେ ସପ୍ତାହରେ ଡାକ୍ତରଖାନାକୁ ଦେଖୁଛି,Mother am reading to school in month,Grammar Corpus,Sentence Patterns,ଛ,month,Neutral,12,7,True,Medium
2367,ମୁଁ ସକାଳେ ପାର୍କକୁ ଦେଖୁଛି,Mother am doing to temple in month,Grammar Corpus,Sentence Patterns,ଛ,month,Neutral,9,7,True,Medium
2368,ଛାତ୍ର ସନ୍ଧ୍ୟାରେ ମନ୍ଦିରକୁ କରୁଛି,Student am hearing to work in month,Grammar Corpus,Sentence Patterns,ଛ,month,Neutral,12,7,False,Medium
2369,ଭାଇ ଆଜି କାମକୁ ପଢୁଛି,You am writing to forest at night,Grammar Corpus,Sentence Patterns,ଛ,night,Neutral,7,7,True,Medium
2370,ଭାଇ ସନ୍ଧ୍ୟାରେ ଡାକ୍ତରଖାନାକୁ ନାଚୁଛି,Student am coming to bank in morning,Grammar Corpus,Sentence Patterns,ଛ,morning,Neutral,14,7,False,Medium
2371,ଶିକ୍ଷକ ମାସରେ ବନକୁ ଆସୁଛି,I am eating to bank at night,Grammar Corpus,Sentence Patterns,ଛ,night,Neutral,8,7,True,Medium
2372,ବାପା ରାତିରେ ମନ୍ଦିରକୁ ଗାଉଛି,You am writing to forest in morning,Grammar Corpus,Sentence Patterns,ଉଛ,morning,Neutral,10,7,False,Medium
2373,ଡାକ୍ତର କାଲି ପାର୍କକୁ ପିଉଛି,You am hearing to work in day,Grammar Corpus,Sentence Patterns,ଉଛ,day,Neutral,10,7,False,Medium
2374,ମୁଁ ଆଜି ଡାକ୍ତରଖାନାକୁ ଶୁଣୁଛି,He am doing to home today,Grammar Corpus,Sentence Patterns,ଛ,today,Neutral,10,6,True,Medium
2375,ଡାକ୍ତର ସପ୍ତାହରେ ବ୍ୟାଙ୍କକୁ କରୁଛି,Sister am coming to hospital at night,Grammar Corpus,Sentence Patterns,ଛ,night,Neutral,12,7,True,Medium
2376,ଆମେ ସପ୍ତାହରେ ନଦୀକୁ ଆସୁଛି,You am coming to school in evening,Grammar Corpus,Sentence Patterns,ଛ,evening,Neutral,8,7,False,Medium
2377,ଭଉଣୀ କାଲି ବଜାରକୁ କରୁଛି,They am going to river today,Grammar Corpus,Sentence Patterns,ଛ,today,Neutral,7,6,True,Medium
2378,ବାପା ମାସରେ କାମକୁ ଯାଉଛି,I am dancing to temple in month,Grammar Corpus,Sentence Patterns,ଉଛ,month,Neutral,8,7,True,Medium
2379,ଆମେ ସକାଳେ ଘରକୁ ଦେଖୁଛି,Student am singing to bank in evening,Grammar Corpus,Sentence Patterns,ଛ,evening,Neutral,7,7,True,Medium
2380,ଶିକ୍ଷକ ଦିନେ ଡାକ୍ତରଖାନାକୁ ଶୁଣୁଛି,He am eating to work in day,Grammar Corpus,Sentence Patterns,ଛ,day,Neutral,13,7,False,Medium
2381,ସେ ସକାଳେ ମନ୍ଦିରକୁ ଯାଉଛି,Father am drinking to home in month,Grammar Corpus,Sentence Patterns,ଉଛ,month,Neutral,8,7,False,Medium
2382,ଭଉଣୀ ମାସରେ ନଦୀକୁ ନାଚୁଛି,I am singing to bank at night,Grammar Corpus,Sentence Patterns,ଛ,night,Neutral,8,7,True,Medium
2383,ମା ଦିନେ ନଦୀକୁ ନାଚୁଛି,They am dancing to river in month,Grammar Corpus,Sentence Patterns,ଛ,month,Neutral,8,7,True,Medium
2384,ଭଉଣୀ ଆଜି ଡାକ୍ତରଖାନାକୁ ପଢୁଛି,Father am writing to hospital in week,Grammar Corpus,Sentence Patterns,ଛ,week,Neutral,9,7,True,Medium
2385,ସେ ମାସରେ ପାର୍କକୁ ପଢୁଛି,Teacher am coming to park in day,Grammar Corpus,Sentence Patterns,ଛ,day,Neutral,8,7,True,Medium
2386,ଡାକ୍ତର ଆଜି ପାର୍କକୁ କରୁଛି,Mother am singing to temple at night,Grammar Corpus,Sentence Patterns,ଛ,night,Neutral,9,7,True,Medium
2387,ମା ଦିନେ ବିଦ୍ୟାଳୟକୁ ନାଚୁଛି,Teacher am reading to park at night,Grammar Corpus,Sentence Patterns,ଛ,night,Neutral,10,7,True,Medium
2388,ଭାଇ ଦିନେ ମନ୍ଦିରକୁ ଦେଖୁଛି,Mother am coming to temple tomorrow,Grammar Corpus,Sentence Patterns,ଛ,tomorrow,Neutral,10,6,True,Medium
2389,ଭାଇ ରାତିରେ କାମକୁ ପଢୁଛି,Father am seeing to bank in week,Grammar Corpus,Sentence Patterns,ଛ,week,Neutral,9,7,False,Medium
2390,ସେ ମାସରେ ବିଦ୍ୟାଳୟକୁ ଦେଖୁଛି,Student am writing to park in evening,Grammar Corpus,Sentence Patterns,ଛ,evening,Neutral,10,7,False,Medium
2391,ମୁଁ ଆଜି ବ୍ୟାଙ୍କକୁ ନାଚୁଛି,Mother am doing to forest in day,Grammar Corpus,Sentence Patterns,ଛ,day,Neutral,9,7,True,Medium
2392,ଭାଇ କାଲି କାମକୁ ଶୁଣୁଛି,Sister am singing to hospital in month,Grammar Corpus,Sentence Patterns,ଛ,month,Neutral,9,7,True,Medium
2393,ତୁମେ ଦିନେ ପାର୍କକୁ ଗାଉଛି,Student am reading to bank tomorrow,Grammar Corpus,Sentence Patterns,ଉଛ,tomorrow,Neutral,9,6,True,Medium
2394,ଶିକ୍ଷକ କାଲି ବଜାରକୁ ଗାଉଛି,Mother am hearing to bank in morning,Grammar Corpus,Sentence Patterns,ଉଛ,morning,Neutral,9,7,True,Medium
2395,ଛାତ୍ର ଦିନେ ବଜାରକୁ ପଢୁଛି,Teacher am hearing to temple in month,Grammar Corpus,Sentence Patterns,ଛ,month,Neutral,9,7,True,Medium
2396,ଛାତ୍ର ଦିନେ ନଦୀକୁ ନାଚୁଛି,Mother am singing to hospital today,Grammar Corpus,Sentence Patterns,ଛ,today,Neutral,10,6,True,Medium
2397,ଡାକ୍ତର ଆଜି ପାର୍କକୁ ଶୁଣୁଛି,Teacher am dancing to hospital in week,Grammar Corpus,Sentence Patterns,ଛ,week,Neutral,10,7,True,Medium
2398,ସେମାନେ ଦିନେ ଘରକୁ କରୁଛି,He am singing to temple tomorrow,Grammar Corpus,Sentence Patterns,ଛ,tomorrow,Neutral,8,6,True,Medium
2399,ସେ ସକାଳେ ବନକୁ ପିଉଛି,Teacher am eating to river in month,Grammar Corpus,Sentence Patterns,ଉଛ,month,Neutral,6,7,True,Medium
2400,ଆମେ ସକାଳେ ବ୍ୟାଙ୍କକୁ କରୁଛି,We am singing to park today,Grammar Corpus,Sentence Patterns,ଛ,today,Neutral,9,6,True,Medium
2401,ମୁଁ କାଲି କାମକୁ ନାଚୁଛି,Student am eating to forest in week,Grammar Corpus,Sentence Patterns,ଛ,week,Neutral,8,7,False,Medium
2402,ଡାକ୍ତର କାଲି ବଜାରକୁ ଗାଉଛି,Doctor am singing to river at night,Grammar Corpus,Sentence Patterns,ଉଛ,night,Neutral,9,7,True,Medium
2403,ଆମେ କାଲି ବ୍ୟାଙ୍କକୁ ଯାଉଛି,He am coming to river in morning,Grammar Corpus,Sentence Patterns,ଉଛ,morning,Neutral,9,7,False,Medium
2404,ସେମାନେ ସନ୍ଧ୍ୟାରେ ଘରକୁ ନାଚୁଛି,Father am writing to temple today,Grammar Corpus,Sentence Patterns,ଛ,today,Neutral,11,6,True,Medium
2405,ବାପା ଆଜି ବଜାରକୁ ଦେଖୁଛି,He am eating to school in day,Grammar Corpus,Sentence Patterns,ଛ,day,Neutral,8,7,False,Medium
2406,ଡାକ୍ତର କାଲି ଡାକ୍ତରଖାନାକୁ ଯାଉଛି,We am coming to river in morning,Grammar Corpus,Sentence Patterns,ଉଛ,morning,Neutral,12,7,False,Medium
2407,ଭଉଣୀ ଦିନେ ପାର୍କକୁ ଯାଉଛି,They am coming to temple in week,Grammar Corpus,Sentence Patterns,ଉଛ,week,Neutral,8,7,True,Medium
2408,ସେମାନେ ଆଜି ଘରକୁ ଲେଖୁଛି,He am going to market in day,Grammar Corpus,Sentence Patterns,ଛ,day,Neutral,8,7,False,Medium
2409,ସେ ଦିନେ ନଦୀକୁ ଗାଉଛି,I am reading to market in morning,Grammar Corpus,Sentence Patterns,ଉଛ,morning,Neutral,7,7,True,Medium
2410,ମା କାଲି ଡାକ୍ତରଖାନାକୁ ଲେଖୁଛି,Teacher am hearing to river in evening,Grammar Corpus,Sentence Patterns,ଛ,evening,Neutral,11,7,True,Medium
2411,ତୁମେ ସକାଳେ ବନକୁ ଖାଉଛି,We am eating to home in morning,Grammar Corpus,Sentence Patterns,ଉଛ,morning,Neutral,7,7,False,Medium
2412,ମୁଁ ଦିନେ ବ୍ୟାଙ୍କକୁ ଶୁଣୁଛି,Brother am going to market in day,Grammar Corpus,Sentence Patterns,ଛ,day,Neutral,10,7,False,Medium
2413,ଛାତ୍ର ଦିନେ ଘରକୁ କରୁଛି,They am dancing to temple tomorrow,Grammar Corpus,Sentence Patterns,ଛ,tomorrow,Neutral,8,6,True,Medium
2414,ଛାତ୍ର ସନ୍ଧ୍ୟାରେ ଡାକ୍ତରଖାନାକୁ କରୁଛି,They am doing to hospital tomorrow,Grammar Corpus,Sentence Patterns,ଛ,tomorrow,Neutral,14,6,True,Medium
2415,ଛାତ୍ର ସପ୍ତାହରେ ପାର୍କକୁ ଲେଖୁଛି,I am seeing to work in month,Grammar Corpus,Sentence Patterns,ଛ,month,Neutral,12,7,True,Medium
2416,ଆମେ ରାତିରେ ପାର୍କକୁ ଦେଖୁଛି,They am hearing to market in evening,Grammar Corpus,Sentence Patterns,ଛ,evening,Neutral,10,7,True,Medium
2417,ସେମାନେ ଦିନେ ବିଦ୍ୟାଳୟକୁ କରୁଛି,I am drinking to river today,Grammar Corpus,Sentence Patterns,ଛ,today,Neutral,11,6,True,Medium
2418,ସେ ରାତିରେ ମନ୍ଦିରକୁ ପିଉଛି,Doctor am doing to river in evening,Grammar Corpus,Sentence Patterns,ଉଛ,evening,Neutral,9,7,True,Medium
2419,ବାପା ଆଜି ବିଦ୍ୟାଳୟକୁ ଖାଉଛି,We am seeing to park tomorrow,Grammar Corpus,Sentence Patterns,ଉଛ,tomorrow,Neutral,9,6,True,Medium
2420,ସେ ଆଜି ବିଦ୍ୟାଳୟକୁ କରୁଛି,We am doing to work at night,Grammar Corpus,Sentence Patterns,ଛ,night,Neutral,8,7,True,Medium
