poem_id,line_number,previous_scheme,english_line,line_ending_word,rhyme_scheme_label,total_lines_in_poem,stanza_pattern
215,3,STARTAA,Creating scenes of purest night,night,B,4,AABB
215,4,STARTAAB,That only winter can light,light,B,4,AABB
216,1,START,I walked alone through fields of way,way,A,4,ABAB
216,2,STARTA,Beneath the sky so wide and fright,fright,B,4,ABAB
216,3,STARTAB,And felt the breeze upon my may,may,A,4,ABAB
216,4,STARTABA,With nowhere left to run and tight,tight,B,4,ABAB
217,1,START,In gardens where the flowers array,array,A,4,AABB
217,2,STARTA,I spend my sweetest jay,jay,A,4,AABB
217,3,STARTAA,Watching bees and butterflies right,right,B,4,AABB
217,4,STARTAAB,Dancing beneath clear summer right,right,B,4,AABB
218,1,START,The forest trees they hay,hay,A,4,AABC
218,2,STARTA,Their branches reaching pay,pay,A,4,AABC
218,3,STARTAA,They stand through generations excite,excite,B,4,AABC
218,4,STARTAAB,Their wisdom ever wee,wee,C,4,AABC
219,1,START,The teacher in her classroom betray,betray,A,4,ABCD
219,2,STARTA,Imparts her wisdom to the write,write,B,4,ABCD
219,3,STARTAB,She opens minds to all the referee,referee,C,4,ABCD
219,4,STARTABC,And helps young people delight,delight,D,4,ABCD
220,1,START,The river flows forever play,play,A,4,AABC
220,2,STARTA,Through mountains high and display,display,A,4,AABC
220,3,STARTAA,It carries dreams from far sight,sight,B,4,AABC
220,4,STARTAAB,Beneath the evening kite,kite,C,4,AABC
221,1,START,The children laugh and tray,tray,A,4,AAAB
221,2,STARTA,Their happiness so pure and lay,lay,A,4,AAAB
221,3,STARTAA,Their innocence so sweet and delay,delay,A,4,AAAB
221,4,STARTAAA,A joy that will rite,rite,B,4,AAAB
222,1,START,Beneath the waves where mermaids pay,pay,A,4,ABCA
222,2,STARTA,The ocean's secrets lie excite,excite,B,4,ABCA
222,3,STARTAB,And sailors wonder as they sight,sight,C,4,ABCA
222,4,STARTABC,What treasures there may array,array,A,4,ABCA
223,1,START,I see the world in shades of quite,quite,A,4,ABCB
223,2,STARTA,Where everything burns oh so slight,slight,B,4,ABCB
223,3,STARTAB,The stars above shine in the write,write,C,4,ABCB
223,4,STARTABC,And give us their eternal slight,slight,B,4,ABCB
224,1,START,The forest deep where shadows lay,lay,A,4,AABC
224,2,STARTA,Holds secrets in its ancient clay,clay,A,4,AABC
224,3,STARTAA,Where sunlight barely dares to rite,rite,B,4,AABC
224,4,STARTAAB,And mysteries night,night,C,4,AABC
225,1,START,Wisdom comes with age and ray,ray,A,4,ABCD
225,2,STARTA,From lessons we have write,write,B,4,ABCD
225,3,STARTAB,It helps us turn the final free,free,C,4,ABCD
225,4,STARTABC,And understand what life has belove,belove,D,4,ABCD
226,1,START,The scientist with mind of display,display,A,4,ABCD
226,2,STARTA,Seeks answers to the great flight,flight,B,4,ABCD
226,3,STARTAB,He studies nature and its guarantee,guarantee,C,4,ABCD
226,4,STARTABC,To help our world excite,excite,D,4,ABCD
227,1,START,The morning sun arises may,may,A,4,ABCA
227,2,STARTA,And paints the sky with lite,lite,B,4,ABCA
227,3,STARTAB,The world awakens from its quee,quee,C,4,ABCA
227,4,STARTABC,To greet the brand new display,display,A,4,ABCA
228,1,START,The traveler with his map of kay,kay,A,4,ABAC
228,2,STARTA,Seeks adventures far and night,night,B,4,ABAC
228,3,STARTAB,He journeys to new places okay,okay,A,4,ABAC
228,4,STARTABA,That few have ever quite,quite,C,4,ABAC
229,1,START,I walked alone through fields of say,say,A,4,ABAB
229,2,STARTA,Beneath the sky so wide and knight,knight,B,4,ABAB
229,3,STARTAB,And felt the breeze upon my okay,okay,A,4,ABAB
229,4,STARTABA,With nowhere left to run and right,right,B,4,ABAB
230,1,START,The wind that blows so kay,kay,A,4,ABAC
230,2,STARTA,Through valleys deep and wide knight,knight,B,4,ABAC
230,3,STARTAB,It carries seeds and jay,jay,A,4,ABAC
230,4,STARTABA,And makes the trees all decree,decree,C,4,ABAC
231,1,START,When morning light appears so may,may,A,4,AABC
231,2,STARTA,And birds begin their songs of jay,jay,A,4,AABC
231,3,STARTAA,The world awakens fresh and fight,fight,B,4,AABC
231,4,STARTAAB,With promises of things write,write,C,4,AABC
232,1,START,In morning light the birds essay,essay,A,4,ABCD
232,2,STARTA,Their melodies so sweet and spite,spite,B,4,ABCD
232,3,STARTAB,They welcome in the brand referee,referee,C,4,ABCD
232,4,STARTABC,With songs that can't be plight,plight,D,4,ABCD
233,1,START,I see the world in shades of white,white,A,4,ABCC
233,2,STARTA,Where everything burns oh so mite,mite,B,4,ABCC
233,3,STARTAB,The stars above shine in the delight,delight,C,4,ABCC
233,4,STARTABC,And give us their eternal sight,sight,C,4,ABCC
234,1,START,The city lights they shine so way,way,A,4,AABC
234,2,STARTA,Against the dark night nay,nay,A,4,AABC
234,3,STARTAA,While people hurry home to ignite,ignite,B,4,AABC
234,4,STARTAAB,Their families waiting spite,spite,C,4,AABC
235,1,START,Wisdom comes with age and ray,ray,A,4,ABCD
235,2,STARTA,From lessons we have night,night,B,4,ABCD
235,3,STARTAB,It helps us turn the final lee,lee,C,4,ABCD
235,4,STARTABC,And understand what life has glove,glove,D,4,ABCD
236,1,START,The ocean waves they crash and spray,spray,A,4,AABC
236,2,STARTA,Against the rocky shore they may,may,A,4,AABC
236,3,STARTAA,Their rhythm is a timeless nite,nite,B,4,AABC
236,4,STARTAAB,That I will always light,light,C,4,AABC
237,1,START,The teacher in her classroom fray,fray,A,4,ABCD
237,2,STARTA,Imparts her wisdom to the write,write,B,4,ABCD
237,3,STARTAB,She opens minds to all the guarantee,guarantee,C,4,ABCD
237,4,STARTABC,And helps young people height,height,D,4,ABCD
238,1,START,Above the clouds where angels okay,okay,A,4,ABCA
238,2,STARTA,The heavens open wide tight,tight,B,4,ABCA
238,3,STARTAB,And all our dreams come mite,mite,C,4,ABCA
238,4,STARTABC,Where hope will never tray,tray,A,4,ABCA
239,1,START,The desert sands they lay,lay,A,4,AABC
239,2,STARTA,Across the vast expanse say,say,A,4,AABC
239,3,STARTAA,They hold the heat of daytime delight,delight,B,4,AABC
239,4,STARTAAB,And cold of night to decree,decree,C,4,AABC
240,1,START,Beauty is in everything we fray,fray,A,4,ABCD
240,2,STARTA,If we but take the time to lite,lite,B,4,ABCD
240,3,STARTAB,In nature and in art we pee,pee,C,4,ABCD
240,4,STARTABC,And in the human belove,belove,D,4,ABCD
241,1,START,The builder with his tools of may,may,A,4,ABCD
241,2,STARTA,Creates the structures we call lite,lite,B,4,ABCD
241,3,STARTAB,He builds the homes where we can agree,agree,C,4,ABCD
241,4,STARTABC,And makes our cities white,white,D,4,ABCD
242,1,START,The writer sits with pen in say,say,A,4,ABCD
242,2,STARTA,And writes of love and tonight,tonight,B,4,ABCD
242,3,STARTAB,He tells of life and all its tea,tea,C,4,ABCD
242,4,STARTABC,In words that make us kite,kite,D,4,ABCD
243,1,START,I walked along the sandy stay,stay,A,4,ABCD
243,2,STARTA,Where ocean meets the blight,blight,B,4,ABCD
243,3,STARTAB,The seagulls cried above tree,tree,C,4,ABCD
243,4,STARTABC,Their voices wild and me,me,D,4,ABCD
244,1,START,Hope is the light that guides our lay,lay,A,4,ABCD
244,2,STARTA,When darkness seems to white,white,B,4,ABCD
244,3,STARTAB,It gives us strength to face the agree,agree,C,4,ABCD
244,4,STARTABC,And courage to belove,belove,D,4,ABCD
245,1,START,The teacher in her classroom array,array,A,4,ABCB
245,2,STARTA,Imparts her wisdom to the plight,plight,B,4,ABCB
245,3,STARTAB,She opens minds to all the ye,ye,C,4,ABCB
245,4,STARTABC,And helps young people tight,tight,B,4,ABCB
246,1,START,The forest deep where shadows pray,pray,A,4,AABC
246,2,STARTA,Holds secrets in its ancient ray,ray,A,4,AABC
246,3,STARTAA,Where sunlight barely dares to delight,delight,B,4,AABC
246,4,STARTAAB,And mysteries spite,spite,C,4,AABC
247,1,START,The snow falls soft and bay,bay,A,4,AAAB
247,2,STARTA,Covering all the land with ray,ray,A,4,AAAB
247,3,STARTAA,Making everything look display,display,A,4,AAAB
247,4,STARTAAA,A peaceful winter blight,blight,B,4,AAAB
248,1,START,The ancient castle stands so delay,delay,A,4,AABC
248,2,STARTA,Upon the hill it looks so hay,hay,A,4,AABC
248,3,STARTAA,With memories of days gone quite,quite,B,4,AABC
248,4,STARTAAB,And tales that still are flight,flight,C,4,AABC
249,1,START,The dancer with her grace of kay,kay,A,4,ABAC
249,2,STARTA,Moves lightly on the white,white,B,4,ABAC
249,3,STARTAB,Her body tells a story say,say,A,4,ABAC
249,4,STARTABA,That words cannot ignite,ignite,C,4,ABAC
250,1,START,I sat beneath the willow pay,pay,A,4,ABCD
250,2,STARTA,And listened to the quite,quite,B,4,ABCD
250,3,STARTAB,The leaves they whispered secrets see,see,C,4,ABCD
250,4,STARTABC,Of days that used to lee,lee,D,4,ABCD
251,1,START,I walked alone through fields of gay,gay,A,4,ABAB
251,2,STARTA,Beneath the sky so wide and tonight,tonight,B,4,ABAB
251,3,STARTAB,And felt the breeze upon my way,way,A,4,ABAB
251,4,STARTABA,With nowhere left to run and knight,knight,B,4,ABAB
252,1,START,When morning light appears so way,way,A,4,AABC
252,2,STARTA,And birds begin their songs of pray,pray,A,4,AABC
252,3,STARTAA,The world awakens fresh and delight,delight,B,4,AABC
252,4,STARTAAB,With promises of things white,white,C,4,AABC
253,1,START,Within the forest array,array,A,4,ABAA
253,2,STARTA,Where sunlight filters height,height,B,4,ABAA
253,3,STARTAB,The animals all jay,jay,A,4,ABAA
253,4,STARTABA,And nature shows her decay,decay,A,4,ABAA
254,1,START,The river flows forever day,day,A,4,AABC
254,2,STARTA,Through mountains high and delay,delay,A,4,AABC
254,3,STARTAA,It carries dreams from far lite,lite,B,4,AABC
254,4,STARTAAB,Beneath the evening kite,kite,C,4,AABC
255,1,START,The doctor with her healing gay,gay,A,4,ABCD
255,2,STARTA,Brings comfort to the sick and right,right,B,4,ABCD
255,3,STARTAB,She works to make the body see,see,C,4,ABCD
255,4,STARTABC,With skills that make us ignite,ignite,D,4,ABCD
256,1,START,Inside the city stay,stay,A,4,ABAA
256,2,STARTA,Where people hurry delight,delight,B,4,ABAA
256,3,STARTAB,The life goes on and fray,fray,A,4,ABAA
256,4,STARTABA,And dreams are born and bay,bay,A,4,ABAA
257,1,START,Inside the mind where thoughts do betray,betray,A,4,ABCA
257,2,STARTA,Ideas start to form quite,quite,B,4,ABCA
257,3,STARTAB,Creative sparks that soon will bright,bright,C,4,ABCA
257,4,STARTABC,The mental delay,delay,A,4,ABCA
258,1,START,The rain falls soft upon the pee,pee,A,4,ABCD
258,2,STARTA,It waters all the earth so quee,quee,B,4,ABCD
258,3,STARTAB,It gives new life to everything referee,referee,C,4,ABCD
258,4,STARTABC,And shows what nature's tee,tee,D,4,ABCD
259,1,START,Inside the city ray,ray,A,4,ABAA
259,2,STARTA,Where people hurry nite,nite,B,4,ABAA
259,3,STARTAB,The life goes on and ray,ray,A,4,ABAA
259,4,STARTABA,And dreams are born and ray,ray,A,4,ABAA
260,1,START,In forests deep where shadows day,day,A,4,ABAC
260,2,STARTA,The ancient trees reach toward the night,night,B,4,ABAC
260,3,STARTAB,While creatures of the night stay,stay,A,4,ABAC
260,4,STARTABA,Dance underneath the pale moon kite,kite,C,4,ABAC
261,1,START,I stood beside the river say,say,A,4,ABCD
261,2,STARTA,And watched the water quite,quite,B,4,ABCD
261,3,STARTAB,It flowed so calm and steady referee,referee,C,4,ABCD
261,4,STARTABC,Its current strong and be,be,D,4,ABCD
262,1,START,Beyond the hills where eagles pray,pray,A,4,ABBA
262,2,STARTA,The ancient mountains stand slight,slight,B,4,ABBA
262,3,STARTAB,With wisdom written in the night,night,B,4,ABBA
262,4,STARTABB,Where time itself has essay,essay,A,4,ABBA
263,1,START,The rain that falls so way,way,A,4,ABAC
263,2,STARTA,From clouds up in the sky nite,nite,B,4,ABAC
263,3,STARTAB,It waters earth and bay,bay,A,4,ABAC
263,4,STARTABA,And makes the rivers tea,tea,C,4,ABAC
264,1,START,The musician plays his song of pay,pay,A,4,ABAC
264,2,STARTA,With melodies that make us lite,lite,B,4,ABAC
264,3,STARTAB,His fingers dance and move with say,say,A,4,ABAC
264,4,STARTABA,Creating magic we can fright,fright,C,4,ABAC
265,1,START,The mountain peaks they gay,gay,A,4,AABC
265,2,STARTA,Against the blue sky okay,okay,A,4,AABC
265,3,STARTAA,They challenge us to climb them kite,kite,B,4,AABC
265,4,STARTAAB,And touch the heavens lee,lee,C,4,AABC
266,1,START,Time is the river that keeps ray,ray,A,4,ABCD
266,2,STARTA,Carrying us along its ignite,ignite,B,4,ABCD
266,3,STARTAB,We cannot stop its steady three,three,C,4,ABCD
266,4,STARTABC,We can but sing its love,love,D,4,ABCD
267,1,START,In forests deep where shadows array,array,A,4,ABAB
267,2,STARTA,The ancient trees reach toward the night,night,B,4,ABAB
267,3,STARTAB,While creatures of the night clay,clay,A,4,ABAB
267,4,STARTABA,Dance underneath the pale moon flight,flight,B,4,ABAB
268,1,START,The rain that falls so stay,stay,A,4,ABAC
268,2,STARTA,From clouds up in the sky lite,lite,B,4,ABAC
268,3,STARTAB,It waters earth and fray,fray,A,4,ABAC
268,4,STARTABA,And makes the rivers agree,agree,C,4,ABAC
269,1,START,In morning light the birds day,day,A,4,ABCD
269,2,STARTA,Their melodies so sweet and fright,fright,B,4,ABCD
269,3,STARTAB,They welcome in the brand tea,tea,C,4,ABCD
269,4,STARTABC,With songs that can't be nite,nite,D,4,ABCD
270,1,START,When winter winds begin to decay,decay,A,4,ABAC
270,2,STARTA,The world turns cold and lite,lite,B,4,ABAC
270,3,STARTAB,All nature seems to hay,hay,A,4,ABAC
270,4,STARTABA,As stories yet height,height,C,4,ABAC
271,1,START,Above the clouds where angels pay,pay,A,4,ABBA
271,2,STARTA,The heavens open wide light,light,B,4,ABBA
271,3,STARTAB,And all our dreams come blight,blight,B,4,ABBA
271,4,STARTABB,Where hope will never lay,lay,A,4,ABBA
272,1,START,Around the world where cultures may,may,A,4,ABCA
272,2,STARTA,The people live their lives rite,rite,B,4,ABCA
272,3,STARTAB,With different ways that still quite,quite,C,4,ABCA
272,4,STARTABC,The human spirit betray,betray,A,4,ABCA
273,1,START,The evening shadows lengthen play,play,A,4,ABCA
273,2,STARTA,As daylight fades to might,might,B,4,ABCA
273,3,STARTAB,The stars appear to guide our see,see,C,4,ABCA
273,4,STARTABC,Through darkness of the say,say,A,4,ABCA
274,1,START,The flowers bloom in ray,ray,A,4,AAAB
274,2,STARTA,Their colors bright and hay,hay,A,4,AAAB
274,3,STARTAA,Their fragrance fills the pay,pay,A,4,AAAB
274,4,STARTAAA,A beautiful spring slight,slight,B,4,AAAB
275,1,START,The children laugh and say,say,A,4,AAAB
275,2,STARTA,Their happiness so pure and say,say,A,4,AAAB
275,3,STARTAA,Their innocence so sweet and lay,lay,A,4,AAAB
275,4,STARTAAA,A joy that will mite,mite,B,4,AAAB
276,1,START,The ocean waves they crash and pay,pay,A,4,AABC
276,2,STARTA,Against the rocky shore they hay,hay,A,4,AABC
276,3,STARTAA,Their rhythm is a timeless nite,nite,B,4,AABC
276,4,STARTAAB,That I will always lite,lite,C,4,AABC
277,1,START,The mountain peak so high and spray,spray,A,4,AABC
277,2,STARTA,Touches clouds up in the way,way,A,4,AABC
277,3,STARTAA,Where eagles soar and freely excite,excite,B,4,AABC
277,4,STARTAAB,In skies so vast and tight,tight,C,4,AABC
278,1,START,Throughout the years where time does may,may,A,4,ABCA
278,2,STARTA,The memories remain ignite,ignite,B,4,ABCA
278,3,STARTAB,Of moments that will always ignite,ignite,C,4,ABCA
278,4,STARTABC,The joy and also nay,nay,A,4,ABCA
279,1,START,Beneath the waves where mermaids essay,essay,A,4,ABBA
279,2,STARTA,The ocean's secrets lie flight,flight,B,4,ABBA
279,3,STARTAB,And sailors wonder as they flight,flight,B,4,ABBA
279,4,STARTABB,What treasures there may hay,hay,A,4,ABBA
280,1,START,Inside the city way,way,A,4,ABAA
280,2,STARTA,Where people hurry ignite,ignite,B,4,ABAA
280,3,STARTAB,The life goes on and gray,gray,A,4,ABAA
280,4,STARTABA,And dreams are born and betray,betray,A,4,ABAA
281,1,START,The snow falls soft and say,say,A,4,AAAB
281,2,STARTA,Covering all the land with delay,delay,A,4,AAAB
281,3,STARTAA,Making everything look lay,lay,A,4,AAAB
281,4,STARTAAA,A peaceful winter nite,nite,B,4,AAAB
282,1,START,The city lights they pay,pay,A,4,AABC
282,2,STARTA,Against the dark night display,display,A,4,AABC
282,3,STARTAA,They symbolize the human mite,mite,B,4,AABC
282,4,STARTAAB,That burns forever key,key,C,4,AABC
283,1,START,Across the sea where ships do say,say,A,4,ABBA
283,2,STARTA,The horizon calls to fight,fight,B,4,ABBA
283,3,STARTAB,Adventures that await for fight,fight,B,4,ABBA
283,4,STARTABB,The brave who dare to play,play,A,4,ABBA
284,1,START,The morning brings a brand new way,way,A,4,ABCD
284,2,STARTA,With opportunities to might,might,B,4,ABCD
284,3,STARTAB,So many things that we can pee,pee,C,4,ABCD
284,4,STARTABC,So many paths to move,move,D,4,ABCD
285,1,START,Around the world where cultures delay,delay,A,4,ABBA
285,2,STARTA,The people live their lives blight,blight,B,4,ABBA
285,3,STARTAB,With different ways that still right,right,B,4,ABBA
285,4,STARTABB,The human spirit pay,pay,A,4,ABBA
286,1,START,The desert sands they way,way,A,4,AABC
286,2,STARTA,Across the vast expanse delay,delay,A,4,AABC
286,3,STARTAA,They hold the heat of daytime spite,spite,B,4,AABC
286,4,STARTAAB,And cold of night to knee,knee,C,4,AABC
287,1,START,Friendship is a bond so display,display,A,4,ABCD
287,2,STARTA,That stands the test of tonight,tonight,B,4,ABCD
287,3,STARTAB,Through good times and the glee,glee,C,4,ABCD
287,4,STARTABC,It helps our hearts to disprove,disprove,D,4,ABCD
288,1,START,The ancient castle stands so jay,jay,A,4,AABB
288,2,STARTA,Upon the hill it looks so okay,okay,A,4,AABB
288,3,STARTAA,With memories of days gone right,right,B,4,AABB
288,4,STARTAAB,And tales that still are fright,fright,B,4,AABB
289,1,START,The mountain peaks they may,may,A,4,AABC
289,2,STARTA,Against the blue sky ray,ray,A,4,AABC
289,3,STARTAA,They challenge us to climb them sight,sight,B,4,AABC
289,4,STARTAAB,And touch the heavens referee,referee,C,4,AABC
290,1,START,Above the clouds where angels day,day,A,4,ABCA
290,2,STARTA,The heavens open wide slight,slight,B,4,ABCA
290,3,STARTAB,And all our dreams come kite,kite,C,4,ABCA
290,4,STARTABC,Where hope will never say,say,A,4,ABCA
291,1,START,We dance beneath the summer gray,gray,A,4,AAAB
291,2,STARTA,With joy that knows no ray,ray,A,4,AAAB
291,3,STARTAA,Our hearts are light and fray,fray,A,4,AAAB
291,4,STARTAAA,On this perfect summer mite,mite,B,4,AAAB
292,1,START,The scientist with mind of nay,nay,A,4,ABCB
292,2,STARTA,Seeks answers to the great tonight,tonight,B,4,ABCB
292,3,STARTAB,He studies nature and its flee,flee,C,4,ABCB
292,4,STARTABC,To help our world tonight,tonight,B,4,ABCB
293,1,START,Between the lines where meaning stay,stay,A,4,ABBA
293,2,STARTA,The truth begins to show tight,tight,B,4,ABBA
293,3,STARTAB,And understanding starts to slight,slight,B,4,ABBA
293,4,STARTABB,What writers want to kay,kay,A,4,ABBA
294,1,START,The scientist with mind of tray,tray,A,4,ABCB
294,2,STARTA,Seeks answers to the great light,light,B,4,ABCB
294,3,STARTAB,He studies nature and its tea,tea,C,4,ABCB
294,4,STARTABC,To help our world slight,slight,B,4,ABCB
295,1,START,The stars that twinkle okay,okay,A,4,ABAC
295,2,STARTA,In darkness of the night night,night,B,4,ABAC
295,3,STARTAB,They give us hope and decay,decay,A,4,ABAC
295,4,STARTABA,And make our future tee,tee,C,4,ABAC
296,1,START,The rain that falls so tray,tray,A,4,ABAC
296,2,STARTA,From clouds up in the sky delight,delight,B,4,ABAC
296,3,STARTAB,It waters earth and decay,decay,A,4,ABAC
296,4,STARTABA,And makes the rivers sea,sea,C,4,ABAC
297,1,START,The desert sands they bay,bay,A,4,AABC
297,2,STARTA,Across the vast expanse stay,stay,A,4,AABC
297,3,STARTAA,They hold the heat of daytime excite,excite,B,4,AABC
297,4,STARTAAB,And cold of night to wee,wee,C,4,AABC
298,1,START,The city lights they spray,spray,A,4,AABC
298,2,STARTA,Against the dark night nay,nay,A,4,AABC
298,3,STARTAA,They symbolize the human nite,nite,B,4,AABC
298,4,STARTAAB,That burns forever flee,flee,C,4,AABC
299,1,START,The mountain peak so high and lay,lay,A,4,AABC
299,2,STARTA,Touches clouds up in the fray,fray,A,4,AABC
299,3,STARTAA,Where eagles soar and freely nite,nite,B,4,AABC
299,4,STARTAAB,In skies so vast and fright,fright,C,4,AABC
300,1,START,Within the forest play,play,A,4,ABAA
300,2,STARTA,Where sunlight filters sight,sight,B,4,ABAA
300,3,STARTAB,The animals all say,say,A,4,ABAA
300,4,STARTABA,And nature shows her play,play,A,4,ABAA
301,1,START,The rain falls soft upon the flee,flee,A,4,ABCD
301,2,STARTA,It waters all the earth so flee,flee,B,4,ABCD
301,3,STARTAB,It gives new life to everything see,see,C,4,ABCD
301,4,STARTABC,And shows what nature's pee,pee,D,4,ABCD
302,1,START,I stood beside the river quay,quay,A,4,ABCD
302,2,STARTA,And watched the water nite,nite,B,4,ABCD
302,3,STARTAB,It flowed so calm and steady tea,tea,C,4,ABCD
302,4,STARTABC,Its current strong and referee,referee,D,4,ABCD
303,1,START,The wind blows through the trees so shove,shove,A,4,ABCD
303,2,STARTA,It whispers secrets we should shove,shove,B,4,ABCD
303,3,STARTAB,It carries messages from far dove,dove,C,4,ABCD
303,4,STARTABC,And makes the leaves all prove,prove,D,4,ABCD
304,1,START,In morning light the birds array,array,A,4,ABCD
304,2,STARTA,Their melodies so sweet and blight,blight,B,4,ABCD
304,3,STARTAB,They welcome in the brand knee,knee,C,4,ABCD
304,4,STARTABC,With songs that can't be nite,nite,D,4,ABCD
305,1,START,The snow falls soft and bay,bay,A,4,AAAB
305,2,STARTA,Covering all the land with may,may,A,4,AAAB
305,3,STARTAA,Making everything look lay,lay,A,4,AAAB
305,4,STARTAAA,A peaceful winter fright,fright,B,4,AAAB
306,1,START,The painter with his brush of ray,ray,A,4,ABAB
306,2,STARTA,Creates a world of color delight,delight,B,4,ABAB
306,3,STARTAB,With strokes of pure artistic okay,okay,A,4,ABAB
306,4,STARTABA,That make our spirits fight,fight,B,4,ABAB
307,1,START,Friendship is a bond so may,may,A,4,ABCD
307,2,STARTA,That stands the test of tight,tight,B,4,ABCD
307,3,STARTAB,Through good times and the wee,wee,C,4,ABCD
307,4,STARTABC,It helps our hearts to disprove,disprove,D,4,ABCD
308,1,START,Beyond the hills where eagles pay,pay,A,4,ABBA
308,2,STARTA,The ancient mountains stand night,night,B,4,ABBA
308,3,STARTAB,With wisdom written in the fight,fight,B,4,ABBA
308,4,STARTABB,Where time itself has betray,betray,A,4,ABBA
309,1,START,The mountain peaks they quay,quay,A,4,AABC
309,2,STARTA,Against the blue sky way,way,A,4,AABC
309,3,STARTAA,They challenge us to climb them nite,nite,B,4,AABC
309,4,STARTAAB,And touch the heavens knee,knee,C,4,AABC
310,1,START,The scientist with mind of lay,lay,A,4,ABCB
310,2,STARTA,Seeks answers to the great blight,blight,B,4,ABCB
310,3,STARTAB,He studies nature and its agree,agree,C,4,ABCB
310,4,STARTABC,To help our world flight,flight,B,4,ABCB
311,1,START,I stood beside the river essay,essay,A,4,ABCD
311,2,STARTA,And watched the water right,right,B,4,ABCD
311,3,STARTAB,It flowed so calm and steady tree,tree,C,4,ABCD
311,4,STARTABC,Its current strong and free,free,D,4,ABCD
312,1,START,Beyond the hills where eagles array,array,A,4,ABBA
312,2,STARTA,The ancient mountains stand might,might,B,4,ABBA
312,3,STARTAB,With wisdom written in the tight,tight,B,4,ABBA
312,4,STARTABB,Where time itself has way,way,A,4,ABBA
313,1,START,The farmer in his fields of essay,essay,A,4,ABCD
313,2,STARTA,Grows food for all to kite,kite,B,4,ABCD
313,3,STARTAB,He works from dawn till day is tree,tree,C,4,ABCD
313,4,STARTABC,To keep our tables quite,quite,D,4,ABCD
314,1,START,The desert sands they quay,quay,A,4,AABC
314,2,STARTA,Across the vast expanse pray,pray,A,4,AABC
314,3,STARTAA,They hold the heat of daytime delight,delight,B,4,AABC
314,4,STARTAAB,And cold of night to ye,ye,C,4,AABC
315,1,START,The mountain peaks they betray,betray,A,4,AABC
315,2,STARTA,Against the blue sky way,way,A,4,AABC
315,3,STARTAA,They challenge us to climb them fight,fight,B,4,AABC
315,4,STARTAAB,And touch the heavens referee,referee,C,4,AABC
316,1,START,Throughout the years where time does ray,ray,A,4,ABCA
316,2,STARTA,The memories remain flight,flight,B,4,ABCA
316,3,STARTAB,Of moments that will always spite,spite,C,4,ABCA
316,4,STARTABC,The joy and also way,way,A,4,ABCA
317,1,START,The sailor sets his course by pray,pray,A,4,ABAB
317,2,STARTA,Across the mighty rolling light,light,B,4,ABAB
317,3,STARTAB,He dreams of home and yearns to lay,lay,A,4,ABAB
317,4,STARTABA,While waves crash on the stormy flight,flight,B,4,ABAB
318,1,START,I sat beneath the willow jay,jay,A,4,ABCD
318,2,STARTA,And listened to the fight,fight,B,4,ABCD
318,3,STARTAB,The leaves they whispered secrets tree,tree,C,4,ABCD
318,4,STARTABC,Of days that used to pee,pee,D,4,ABCD
319,1,START,The teacher in her classroom nay,nay,A,4,ABCD
319,2,STARTA,Imparts her wisdom to the write,write,B,4,ABCD
319,3,STARTAB,She opens minds to all the quee,quee,C,4,ABCD
319,4,STARTABC,And helps young people blight,blight,D,4,ABCD
320,1,START,The sailor sets his course by gray,gray,A,4,ABAC
320,2,STARTA,Across the mighty rolling flight,flight,B,4,ABAC
320,3,STARTAB,He dreams of home and yearns to delay,delay,A,4,ABAC
320,4,STARTABA,While waves crash on the stormy ignite,ignite,C,4,ABAC
321,1,START,The wind blows through the trees so shove,shove,A,4,ABCD
321,2,STARTA,It whispers secrets we should disprove,disprove,B,4,ABCD
321,3,STARTAB,It carries messages from far reprove,reprove,C,4,ABCD
321,4,STARTABC,And makes the leaves all above,above,D,4,ABCD
322,1,START,The sun shines bright on this fine stay,stay,A,4,AABC
322,2,STARTA,Making everything feel so fray,fray,A,4,AABC
322,3,STARTAA,But when comes the dark of quite,quite,B,4,AABC
322,4,STARTAAB,It changes everything I tight,tight,C,4,AABC
323,1,START,The forest trees they clay,clay,A,4,AABC
323,2,STARTA,Their branches reaching pray,pray,A,4,AABC
323,3,STARTAA,They stand through generations kite,kite,B,4,AABC
323,4,STARTAAB,Their wisdom ever degree,degree,C,4,AABC
324,1,START,I wonder at the starry bay,bay,A,4,ABCD
324,2,STARTA,And all the mysteries it white,white,B,4,ABCD
324,3,STARTAB,The questions that we dare to flee,flee,C,4,ABCD
324,4,STARTABC,The answers we may never prove,prove,D,4,ABCD
325,1,START,I walked alone through fields of way,way,A,4,ABAB
325,2,STARTA,Beneath the sky so wide and light,light,B,4,ABAB
325,3,STARTAB,And felt the breeze upon my ray,ray,A,4,ABAB
325,4,STARTABA,With nowhere left to run and right,right,B,4,ABAB
326,1,START,The city lights they way,way,A,4,AABC
326,2,STARTA,Against the dark night say,say,A,4,AABC
326,3,STARTAA,They symbolize the human kite,kite,B,4,AABC
326,4,STARTAAB,That burns forever flee,flee,C,4,AABC
327,1,START,The snow falls soft and display,display,A,4,AAAB
327,2,STARTA,Covering all the land with gay,gay,A,4,AAAB
327,3,STARTAA,Making everything look ray,ray,A,4,AAAB
327,4,STARTAAA,A peaceful winter fright,fright,B,4,AAAB
328,1,START,The writer with his pen of play,play,A,4,ABAC
328,2,STARTA,Fills pages with his spite,spite,B,4,ABAC
328,3,STARTAB,Creating worlds for us to lay,lay,A,4,ABAC
